tipo,cruce,origen,destino,pago_operador,prioridad
PTT-00,,P Y H TRAILER ENTERPRISES INC,18 LEIGH FISHER,0.0,1
QMS-01,PUENTE ZARAGOZA,18 LEIGH FISHER,GYSA JUAREZ JDC,1000.0,10
LOC-02,,GYSA  CDJ,PUENTE  ZARAGOZA,250.0,1
LOC-02,,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,125.0,1
PTT-00,,P Y H TRAILER ENTERPRISES INC,NA KELLY,0.0,1
PTT-00,,P Y H TRAILER ENTERPRISES INC,CFI,0.0,1
LOC-03,,18 LEIGH FISHER,13699 GATEWAY WEST,375.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,XYLEM,0.0,1
LOC-02,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),125.0,1
PTT-00,,P Y H TRAILER ENTERPRISES INC,13699 GATEWAY WEST,0.0,1
TRI-02,PUENTE ZARAGOZA,NA KELLY,FLETES SOTELO,500.0,10
PTT-00,,MESILLA VALLEY TRANSPORTATION,18 LEIGH FISHER,0.0,1
LOC-02,,GYSA JUAREZ 5,GYSA JUAREZ 3,250.0,1
PTT-00,,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,0.0,1
PTT-00,,GYSA JUAREZ 2,GYSA JUAREZ 5,0.0,1
PTT-00,,YARDA DEL SIETE,GYSA JUAREZ 5,0.0,1
PTT-00,,GYSA JUAREZ 2,GYSA JUAREZ 3,0.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,125.0,1
LOC-03,,KORIMA / KUNA LOOP,IBCA LOGYSTICS,250.0,1
LOC-03,,950 LOMA VERDE,18 LEIGH FISHER,250.0,1
PTT-00,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),0.0,1
LOC-01,,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,125.0,1
PTT-08,,PACTIV DE MEXICO S. DE R.L DE C.V.,FOKKER,0.0,1
PTT-00,,NORDAM,DTR,0.0,1
S-TER-02,PUENTE ZARAGOZA,MERYWEATHER FOAM,ACSA,1000.0,10
LOC-04,,KORIMA / KUNA LOOP,950 LOMA VERDE,125.0,1
LOC-03,,KORIMA / KUNA LOOP,NA KELLY,250.0,1
LOC-02,,GYSA JUAREZ 3,PUENTE  ZARAGOZA,250.0,1
LOC-01,,FLETES SOTELO,YARDA DEL SIETE,250.0,1
LOC-01,,WIREMASTERS,BASE SOTELO CHIHUAHUA,125.0,1
STER-ELP,,ARIES WORLDWIDE LOGISTICS C/O,MERYWEATHER FOAM,625.0,1
LOC-01,,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),125.0,1
PTT-00,PUENTE AMERICAS,HOTEL RED ROOF INN CHITO SAMANIEGO DR,KORIMA / KUNA LOOP,0.0,10
PTT-00,,FLETES SOTELO,GYSA JUAREZ 5,0.0,1
LOC-01,,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,,MESILLA VALLEY TRANSPORTATION,STANCO METAL PRODUCTS,0.0,1
LOC-02,,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),SAFRAN PLANTA 3/OSM/OXYGEN SYSTEMS,125.0,1
LOC-02,,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),SAFRAN PLANTA 3 /IMX/ ELECTRICAL COMPONENTS(ICORE),125.0,1
PTT-00,,HOTEL RED ROOF INN CHITO SAMANIEGO DR,NA KELLY,0.0,1
MDC-01,,BODEGA NUEVA XOMOX,BASE SOTELO CHIHUAHUA,125.0,1
TRE-02,PUENTE ZARAGOZA,FLETES SOTELO,RIO BRAVO INTERNACIONAL,500.0,10
PTT-00,,GYSA JDC,FLETES SOTELO,0.0,1
PTT-00,,KORIMA / KUNA LOOP,HOTEL RED ROOF INN CHITO SAMANIEGO DR,0.0,1
LOC-02,PUENTE ZARAGOZA,PRECOS ZARAGOZA,FLETES SOTELO,250.0,10
PTT-00,,BASE SOTELO CHIHUAHUA,YAZAKI COMPONENTES PLANTA 2,0.0,1
LOC-04,,EXPEDITORS  #1,NA KELLY,250.0,1
LOC-01,,GYSA JUAREZ 3,GYSA JUAREZ 5,250.0,1
EXP-02,PUENTE ZARAGOZA,APTIV RIO BRAVO 1 FV39,KORIMA / KUNA LOOP,500.0,10
PTT-00,,GYSA JUAREZ 5,GYSA JUAREZ 3,0.0,1
PTT-00,,NA KELLY,HOTEL RED ROOF INN CHITO SAMANIEGO DR,0.0,1
IMP-02,,NA KELLY,APTIV / RIO BRAVO 7 FV32,500.0,1
LOC-01,,GYSA JDC,GYSA JUAREZ 5,125.0,1
LOC-01,,GYSA  CDJ,GYSA JUAREZ 5,125.0,1
LOC-04,,EASTLAKE LOGISTICS PARK,NA KELLY,250.0,1
PTT-00,,NA KELLY,13699 GATEWAY WEST,0.0,1
PTT-00,,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),IMPULSORA GANE,0.0,1
MDC-01,,NORDAM,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),NORDAM,0.0,1
LOC-02,,BASE SOTELO CHIHUAHUA,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),125.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,SMTC PLANTA 2,0.0,1
PTT-00,,YAZAKI COMPONENTES PLANTA 3,NORDAM,0.0,1
PTT-02,PUENTE STA TERESA,STANCO METAL PRODUCTS,ELECTROLUX / REFRIGERADORES,0.0,10
LOC-01,,GAMMA,BASE SOTELO CHIHUAHUA,125.0,1
LOC-04,,ABF FREIGHT,KORIMA / KUNA LOOP,250.0,1
LOC-02,,SMTC PLANTA 1,GAMMA,125.0,1
MDC-01,,FLETES SOTELO,EAGLE OTAWA / ANTONIO J. BERMUDEZ,125.0,1
PTT-00,,XYLEM,SMTC PLANTA 1,0.0,1
QMS-02,PUENTE ZARAGOZA,CAT SCALE,ELECTROLUX / REFRIGERADORES,1000.0,10
PTT-00,,EASTLAKE LOGISTICS PARK,KORIMA / KUNA LOOP,0.0,1
PTT-00,PUENTE ZARAGOZA,FLETES SOTELO,EASTLAKE LOGISTICS PARK,0.0,10
PTT-00,,BASE SOTELO CHIHUAHUA,DSV,0.0,1
TRE-02,PUENTE ZARAGOZA,FLETES SOTELO,ABF FREIGHT,500.0,10
LOC-03,,BODEGA 360 AMERICAS,CAT SCALE,250.0,1
MDC-01,,FLETES SOTELO,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,250.0,1
PTT-00,,GYSA JUAREZ 1,GYSA  CDJ,0.0,1
LOC-01,,RIO BRAVO INTERNACIONAL,KORIMA / KUNA LOOP,250.0,1
LOC-02,,13699 GATEWAY WEST,KORIMA / KUNA LOOP,250.0,1
LOC-04,,KORIMA / KUNA LOOP,NA KELLY,250.0,1
LOC-04,,SMTC PULLMAN,KORIMA / KUNA LOOP,125.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,NORDAM,125.0,1
LOC-02,,LEAR LA CUESTA,FLETES SOTELO,125.0,1
PTT-00,,UPRR SANTA TERESA,BODEGA 360 AMERICAS,0.0,1
PTT-00,,IBCA LOGYSTICS,KORIMA / KUNA LOOP,0.0,1
S-TER-02,PUENTE ZARAGOZA,YARDA ARIES,ELECTROLUX / LAVADORAS,1000.0,10
PTT-00,,XOMOX CHIHUAHUA S.A DE C.V.,SMTC PLANTA 1,0.0,1
MDC-01,,ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,125.0,1
LOC-03,,"EAST WEST EL PASO, LLC",18 LEIGH FISHER,125.0,1
PTT-00,,DSV,XOMOX CHIHUAHUA S.A DE C.V.,0.0,1
PTT-00,,GYSA JUAREZ 4,FLETES SOTELO,0.0,1
EXP-02,PUENTE ZARAGOZA,FOREFRONT,EASTLAKE LOGISTICS PARK,500.0,10
E-VACIO,PUENTE STA TERESA,ELECTROLUX / REFRIGERADORES,UPRR SANTA TERESA,1500.0,10
LOC-03,,SUMITOMO ELECTRIC WIRING,"EAST WEST EL PASO, LLC",250.0,1
LOC-02,,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),DSV,125.0,1
PTT-00,,FLETES SOTELO,FOREFRONT,0.0,1
MDC-01,,GYSA JUAREZ 1,GYSA JUAREZ 3,125.0,1
MDC-01,,BASE SOTELO CHIHUAHUA,ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,125.0,1
LOC-03,,XIAMEN HONFA TRANSPORTATION,SUMITOMO ELECTRIC WIRING,125.0,1
MDC-01,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,125.0,1
LOC-03,,950 LOMA VERDE,XIAMEN HONFA TRANSPORTATION,250.0,1
LOC-02,,BASCULA LA POSTA,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,250.0,1
PTT-00,,PHINIA / BERMUDEZ,FLETES SOTELO,0.0,1
L-VAC-05,PUENTE STA TERESA,ELECTROLUX / LAVADORAS,YARDA ARIES,750.0,10
LOC-03,,DELFINGEN US-TEXAS,950 LOMA VERDE,125.0,1
LOC-02,,LEAR SAN LORENZO,BASCULA LA POSTA,125.0,1
LOC-04,,KORIMA / KUNA LOOP,DELFINGEN US-TEXAS,125.0,1
PTT-00,,P Y H TRAILER ENTERPRISES INC,MESILLA VALLEY TRANSPORTATION,0.0,1
LOC-02,,GYSA JUAREZ 2,GYSA JUAREZ 3,125.0,1
LOC-02,,SAFRAN PLANTA 3 /IMX/ ELECTRICAL COMPONENTS(ICORE),SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),125.0,1
PTT-00,,IBCA LOGYSTICS,18 LEIGH FISHER,0.0,1
PTT-00,,APTIV RIO BRAVO 1 FV39,ELECTROLUX / REFRIGERADORES,0.0,1
PTT-00,,GYSA  CDJ,ELECTROLUX / PRODUCTO TERMINADO,0.0,1
LOC-02,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,0.0,1
PTT-00,PUENTE ZARAGOZA,FLETES SOTELO,18 LEIGH FISHER,0.0,10
PTT-00,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,SMTC PLANTA 1,0.0,1
PTT-00,PUENTE ZARAGOZA,GYSA  CDJ,18 LEIGH FISHER,0.0,10
PTT-00,PUENTE ZARAGOZA,P Y H TRAILER ENTERPRISES INC,13699 GATEWAY WEST,0.0,10
MDC-01,,GYSA JUAREZ 4,GYSA JDC,125.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),0.0,1
PTT-00,,MESILLA VALLEY TRANSPORTATION,13699 GATEWAY WEST,0.0,1
LOC-02,,BASE SOTELO CHIHUAHUA,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,125.0,1
PTT-00,,GYSA JUAREZ 3,GYSA  CDJ,0.0,1
PTT-00,,DTR,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),0.0,1
IMP-02,PUENTE ZARAGOZA,KORIMA / KUNA LOOP,GYSA  CDJ,500.0,10
PTT-00,,GYSA  CDJ,GYSA JUAREZ 1,0.0,1
PTT-00,,FOREFRONT,GYSA  CDJ,0.0,1
LOC-01,,FOKKER,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,,MELTON,ARIES WORLDWIDE LOGISTICS C/O,0.0,1
LOC-01,,FLETES SOTELO,GYSA JUAREZ 2,125.0,1
LOC-01,,FLETES SOTELO,FOREFRONT,125.0,1
LOC-03,,M Y N PLASTICS,SOUTHWIRE COMPANY,125.0,1
TRE-QMS,PUENTE ZARAGOZA,FLETES SOTELO,EMERALD PASS DR.,500.0,10
LOC-01,,SAFRAN PLANTA 3/OSM/OXYGEN SYSTEMS,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,,SMTC PLANTA 2,ATLAS AEROSPACE,0.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,SMTC PLANTA 2,125.0,1
LOC-03,,DELFINGEN US-TEXAS,M Y N PLASTICS,375.0,1
LOC-02,,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),125.0,1
PTT-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LEAR MONARCA,0.0,1
PTT-00,,HONEYWELL OPTOELECTRICA,GYSA JUAREZ 5,0.0,1
MDC-01,,BASE SOTELO CHIHUAHUA,SAFRAN PLANTA 5 / PSM / POWER SWITCHES MÉXICO,125.0,1
LOC-04,PUENTE AMERICAS,FLETES SOTELO,18 LEIGH FISHER,250.0,10
I-VACIO,PUENTE ZARAGOZA,FLEET TRAILER LEASING LLC,ELECTROLUX / REFRIGERADORES,500.0,10
E-VACIO,PUENTE ZARAGOZA,ELECTROLUX / REFRIGERADORES,P Y H TRAILER ENTERPRISES INC,375.0,10
PTT-00,,YARDA ARIES,STANCO METAL PRODUCTS,0.0,1
PTT-00,,ARIES WORLDWIDE LOGISTICS C/O,13699 GATEWAY WEST,0.0,1
LOC-01,,FLETES SOTELO,GYSA JUAREZ 4,250.0,1
PTT-00,,P Y H TRAILER ENTERPRISES INC,FLEET TRAILER LEASING LLC,0.0,1
PTT-00,,FORTUNE PLASTIC AND METAL DE CHIHUAHUA S.A DE C.V,GYSA JUAREZ 3,0.0,1
LOC-01,,SAFRAN CABIN,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,,FLETES SOTELO,FORTUNE PLASTIC AND METAL DE CHIHUAHUA S.A DE C.V,0.0,1
MDC-01,,ELECTROLUX / PRODUCTO TERMINADO,FLETES SOTELO,125.0,1
LOC-01,,TRACSO JUAREZ,FLETES SOTELO,125.0,1
L-VAC-05,PUENTE STA TERESA,ELECTROLUX / REFRIGERADORES,YARDA ARIES,750.0,10
PTT-00,,BASE SOTELO CHIHUAHUA,SAFRAN CABIN,0.0,1
LOC-01,,CHANDLER,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,,FLETES SOTELO,TRACSO JUAREZ,0.0,1
LOC-01,,FLETES SOTELO,HONEYWELL OPTOELECTRICA,125.0,1
PTT-00,,IMPULSORA GANE,CHANDLER,0.0,1
PTT-00,,CHANDLER,XYLEM,0.0,1
PTT-00,,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),XYLEM,0.0,1
TRI-02,PUENTE ZARAGOZA,KORIMA / KUNA LOOP,FLETES SOTELO,500.0,10
MDC-01,,BASE SOTELO CHIHUAHUA,CHANDLER,125.0,1
PTT-00,,HOTEL RED ROOF INN CHITO SAMANIEGO DR,KORIMA / KUNA LOOP,0.0,1
PTT-00,PUENTE AMERICAS,18 LEIGH FISHER,FLETES SOTELO,0.0,10
LOC-03,,PUENTE  ZARAGOZA,18 LEIGH FISHER,250.0,1
TRI-02,,18 LEIGH FISHER,FLETES SOTELO,500.0,1
LOC-01,,SHELTER AIN SERVICIOS,FLETES SOTELO,250.0,1
PTT-00,,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),ADIENT APASEO EL GRANDE,0.0,1
LOC-03,,RIO BRAVO INTERNACIONAL,PUENTE  ZARAGOZA,250.0,1
LOC-03,PUENTE ZARAGOZA,RIO BRAVO INTERNACIONAL,PUENTE  ZARAGOZA,250.0,10
LOC-03,,13699 GATEWAY WEST,PUENTE  ZARAGOZA,250.0,1
LOC-02,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,125.0,1
TRI-QMS,PUENTE ZARAGOZA,GGLOBAL,FLETES SOTELO,1200.0,10
IMP-02,PUENTE ZARAGOZA,KORIMA / KUNA LOOP,SHELTER AIN SERVICIOS,500.0,10
LOC-03,,BODEGA NUEVA RIO BRAVO,KORIMA / KUNA LOOP,125.0,1
PTT-00,,EMERALD PASS DR.,13699 GATEWAY WEST,0.0,1
PTT-00,,18 LEIGH FISHER,BODEGA NUEVA RIO BRAVO,0.0,1
PTT-00,,CFI LOGISTICA,18 LEIGH FISHER,0.0,1
IMP-01,PUENTE ZARAGOZA,ARIES WORLDWIDE LOGISTICS C/O,ELECTROLUX / REFRIGERADORES,625.0,10
LOC-01,,FORTUNE PLASTIC & METAL /1119 PENDALE,GYSA JUAREZ 5,125.0,1
LOC-04,,LEGRAND DPC,UNI-TRADE FORWARDING LC,625.0,1
LOC-02,,GYSA JUAREZ 5,FORTUNE PLASTIC AND METAL DE CHIHUAHUA S.A DE C.V,250.0,1
TRI-02,PUENTE ZARAGOZA,IBCA LOGYSTICS,FLETES MEXICO,500.0,10
PTT-00,,MESILLA VALLEY TRANSPORTATION,ARIES WORLDWIDE LOGISTICS C/O,0.0,1
LOC-03,,SUMITOMO ELECTRIC WIRING,ELLIOT TAPE 28 WALTER JONES,250.0,1
PTT-00,,FORTUNE PLASTIC AND METAL DE CHIHUAHUA S.A DE C.V,FLETES SOTELO,0.0,1
MDC-01,,KORIMA / KUNA LOOP,P Y H TRAILER ENTERPRISES INC,250.0,1
LOC-03,,APEX DIVERSIFIED / ESTHER LAMA,SUMITOMO ELECTRIC WIRING,375.0,1
LOC-01,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,125.0,1
MDC-01,,DARTAEROSPACE,BASE SOTELO CHIHUAHUA,125.0,1
LOC-03,,950 LOMA VERDE,APEX DIVERSIFIED / ESTHER LAMA,125.0,1
LOC-03,,FEDERAL-MOGUL EL PASO,950 LOMA VERDE,125.0,1
PTT-00,,SHELTER AIN SERVICIOS,GYSA JUAREZ 3,0.0,1
MDC-01,,FLETES SOTELO,HONEYWELL 2,125.0,1
PTT-00,,APTIV / RIO BRAVO 7 FV32,GYSA JUAREZ 5,0.0,1
I-VACIO,,KORIMA / KUNA LOOP,FLETES SOTELO,250.0,1
LOC-03,,ADVANCED PAPERWORKS,FEDERAL-MOGUL EL PASO,250.0,1
MDC-01,,HONEYWELL 2,FLETES SOTELO,125.0,1
LOC-03,,BROKERS LOGISTICS LTD / 1000 HAWKINS,ADVANCED PAPERWORKS,250.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,DARTAEROSPACE,0.0,1
LOC-02,,GYSA  CDJ,FLETES SOTELO,250.0,1
PTT-00,,P Y H TRAILER ENTERPRISES INC,KORIMA / KUNA LOOP,0.0,1
LOC-04,,KORIMA / KUNA LOOP,BROKERS LOGISTICS LTD / 1000 HAWKINS,250.0,1
PTT-00,,GGLOBAL,KORIMA / KUNA LOOP,0.0,1
MDC-01,,FLETES SOTELO,ELECTROLUX / ESTAMPADOS,375.0,1
PTT-00,,GYSA JUAREZ 5,GYSA  CDJ,0.0,1
LOC-02,,EATON BUSSMANN,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,250.0,1
PTT-00,,FLETES SOTELO,GYSA JDC,0.0,1
LOC-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,EATON BUSSMANN,250.0,1
I-VACIO,PUENTE AMERICAS,LEGRAND DPC,FLETES SOTELO,500.0,10
PTT-00,,EMERALD PASS DR.,NA KELLY,0.0,1
EXP-02,PUENTE ZARAGOZA,FLETES SOTELO,NA KELLY,500.0,10
LOC-01,,SAFRAN PLANTA 5 / ELM / ELECTRIC MEXICO (SEPS),BASE SOTELO CHIHUAHUA,125.0,1
MDC-01,,BASE SOTELO CHIHUAHUA,SAFRAN PLANTA 3 /IMX/ ELECTRICAL COMPONENTS(ICORE),125.0,1
LOC-01,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,BASE SOTELO CHIHUAHUA,125.0,1
LOC-02,PUENTE ZARAGOZA,APTIV RIO BRAVO 1 FV39,PRECOS ZARAGOZA,250.0,10
EXP-02,PUENTE ZARAGOZA,GYSA  CDJ,KORIMA / KUNA LOOP,500.0,10
LOC-04,,SAIA 431 NORTH CLARK DRIVE,KORIMA / KUNA LOOP,250.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,125.0,1
LOC-01,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,SMTC PLANTA 1,125.0,1
MDC-01,,APTIV RIO BRAVO 4 FV33,FLETES SOTELO,125.0,1
TRE-02,PUENTE ZARAGOZA,FLETES SOTELO,SAIA 431 NORTH CLARK DRIVE,500.0,10
IMP-02,PUENTE ZARAGOZA,RIO BRAVO INTERNACIONAL,SHELTER AIN SERVICIOS,500.0,10
PTT-00,,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),0.0,1
PTT-00,,DARTAEROSPACE,IMPULSORA GANE,0.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,DARTAEROSPACE,125.0,1
PTT-00,,FLETES SOTELO,KORIMA / KUNA LOOP,0.0,1
QMS-02,PUENTE ZARAGOZA,ARIES WORLDWIDE LOGISTICS C/O,ELECTROLUX / LAVADORAS,1000.0,10
PTT-00,,UNI-TRADE FORWARDING LC,IBCA LOGYSTICS,0.0,1
PTT-08,,IMPULSORA GANE,FOKKER,0.0,1
MDC-01,,FLETES SOTELO,APTIV RIO BRAVO 4 FV33,125.0,1
EXP-02,PUENTE ZARAGOZA,"COFICAB LEON, S. DE R.L. DE C.V. / PLANTA JUAREZ",18 LEIGH FISHER,625.0,10
PTT-00,,APTIV RIO BRAVO 1 FV39,GYSA  CDJ,0.0,1
PTT-00,,APTIV / RIO BRAVO 7 FV32,GYSA  CDJ,0.0,1
PTT-00,,STANCO METAL PRODUCTS,YARDA ARIES,0.0,1
LOC-04,,KORIMA / KUNA LOOP,"TMX LOGISTICS, INC.",250.0,1
LOC-03,,TEXTAPE / 915 PENDALE,ARIES WORLDWIDE LOGISTICS C/O,250.0,1
LOC-02,,FLETES SOTELO,LEAR LA CUESTA,125.0,1
LOC-01,,FLETES SOTELO,LEAR LA CUESTA,125.0,1
LOC-04,,EASTLAKE LOGISTICS PARK,13699 GATEWAY WEST,125.0,1
MDC-01,,GYSA  CDJ,APTIV / RIO BRAVO 7 FV32,250.0,1
PTT-00,,ARIES WORLDWIDE LOGISTICS C/O,MELTON,0.0,1
PTT-00,,FLETES SOTELO,"COFICAB LEON, S. DE R.L. DE C.V. / PLANTA JUAREZ",0.0,1
PTT-00,,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),ATLAS AEROSPACE,0.0,1
MDC-01,,LEAR LA CUESTA,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,250.0,1
LOC-01,,LEAR LA CUESTA,FLETES SOTELO,125.0,1
LOC-02,,GYSA JUAREZ 5,GYSA JUAREZ JDC,125.0,1
PTT-00,,"COFICAB LEON, S. DE R.L. DE C.V. / PLANTA JUAREZ",GYSA  CDJ,0.0,1
VAC-00,PUENTE AMERICAS,ELECTROLUX / LAVADORAS,TEXTAPE / 915 PENDALE,500.0,10
PTT-00,,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),XYLEM,0.0,1
PTT-00,,PACTIV DE MEXICO S. DE R.L DE C.V.,XYLEM,0.0,1
PTT-00,,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,0.0,1
LOC-03,,DELFINGEN US-TEXAS,18 LEIGH FISHER,250.0,1
LOC-01,,PAM,XOMOX CHIHUAHUA S.A DE C.V.,125.0,1
EXP-02,PUENTE ZARAGOZA,FLETES SOTELO,EMERALD PASS DR.,500.0,10
L-VAC-05,PUENTE STA TERESA,ELECTROLUX / REFRIGERADORES,MERYWEATHER FOAM,750.0,10
MDC-01,,BASE SOTELO CHIHUAHUA,PAM,125.0,1
LOC-02,,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),SAFRAN PLANTA 3 /IMX/ ELECTRICAL COMPONENTS(ICORE),125.0,1
LOC-02,,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),SAFRAN PLANTA 5 / ELM / ELECTRIC MEXICO (SEPS),125.0,1
PTT-00,,GYSA JUAREZ 3,GYSA JDC,0.0,1
PTT-00,,CFI,KORIMA / KUNA LOOP,0.0,1
MDC-01,,GYSA JUAREZ 3,GYSA JUAREZ 4,250.0,1
PTT-00,,CFI LOGISTICA,13699 GATEWAY WEST,0.0,1
FAL-00,PUENTE ZARAGOZA,RECINTO FISCAL - PUENTE ZARAGOZA,PRECOS ZARAGOZA,250.0,10
PTT-00,,GYSA  CDJ,GYSA JUAREZ 3,0.0,1
TRI-02,,IBCA LOGYSTICS,FLETES SOTELO,500.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C2,125.0,1
PTT-00,,CFI,13699 GATEWAY WEST,0.0,1
PTT-00,,MELTON,MESILLA VALLEY TRANSPORTATION,0.0,1
PTT-00,,HONEYWELL OPTOELECTRICA,GYSA  CDJ,0.0,1
PTT-00,,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),0.0,1
PTT-01,,LEAR  TRIUNFO,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,0.0,1
PTT-00,,SMTC PULLMAN,KORIMA / KUNA LOOP,0.0,1
LOC-03,,KORIMA / KUNA LOOP,EMERALD PASS DR.,250.0,1
LOC-02,,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),BASE SOTELO CHIHUAHUA,125.0,1
E-VACIO,PUENTE AMERICAS,ELECTROLUX / REFRIGERADORES,P Y H TRAILER ENTERPRISES INC,500.0,10
LOC-01,,FLETES SOTELO,LEAR  TRIUNFO,125.0,1
PTT-00,,GYSA JUAREZ 4,APTIV / RIO BRAVO 7 FV32,0.0,1
LOC-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LEAR JARUDO,250.0,1
PTT-02,PUENTE ZARAGOZA,FLETES SOTELO,ELECTROLUX / PRODUCTO TERMINADO,0.0,10
PTT-00,,ATLAS AEROSPACE,BODEGA NUEVA XOMOX,0.0,1
LOC-03,,950 LOMA VERDE,SOUTHWIRE COMPANY,250.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,ATLAS AEROSPACE,125.0,1
PTT-08,,XOMOX CHIHUAHUA S.A DE C.V.,FOKKER,0.0,1
LOC-02,,LEAR  TRIUNFO,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,250.0,1
