tipo,cruce,origen,destino,pago_operador,prioridad
LOC-04,,KORIMA / KUNA LOOP,FLETES SOTELO,250.0,1
MDC-01,,GYSA JUAREZ 1,GYSA JUAREZ 4,250.0,1
LOC-01,,DELPHI SEC / BERMUDEZ,FLETES SOTELO,125.0,1
MDC-01,PUENTE ZARAGOZA,APTIV RIO BRAVO 1 FV39,FLETES SOTELO,125.0,10
PTT-00,,FOREFRONT,APTIV RIO BRAVO 1 FV39,0.0,1
PTT-00,PUENTE ZARAGOZA,FLETES SOTELO,PRECOS ZARAGOZA,0.0,10
QMS-01,PUENTE ZARAGOZA,EASTLAKE LOGISTICS PARK,FOREFRONT,1000.0,10
PTT-00,,GAMMA,SMTC PLANTA 1,0.0,1
PTT-00,,48 WALTER JONES,KORIMA / KUNA LOOP,0.0,1
PTT-00,,FLETES SOTELO,GGLOBAL,0.0,1
MDC-01,,FLETES SOTELO,FOREFRONT,125.0,1
PTT-00,,IMPULSORA GANE,SAFRAN BODEGA COMPLEJO,0.0,1
MDC-01,,RIO BRAVO INTERNACIONAL,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,250.0,1
LOC-02,,CENTURY MOLD MEXICO S DE RL DE CV,MGS PLASTICS CHIHUAHUA SA DE CV,125.0,1
LOC-01,,FLETES SOTELO,LEAR MONARCA,125.0,1
EXP-02,PUENTE ZARAGOZA,FLETES SOTELO,CFI,500.0,10
PTT-00,,XYLEM,NORDAM,0.0,1
LOC-01,,LEAR MONARCA,FLETES SOTELO,125.0,1
LOC-03,,APEX DIVERSIFIED / ESTHER LAMA,DELFINGEN US-TEXAS,125.0,1
LOC-01,,BODEGA NUEVA XOMOX,XOMOX CHIHUAHUA S.A DE C.V.,125.0,1
LOC-01,,BASCULA  KM20,FLEXSTEEL TECMA PLANTA 18,125.0,1
L-VAC-05,PUENTE ZARAGOZA,ELECTROLUX / REFRIGERADORES,MERYWEATHER FOAM,750.0,10
LOC-02,,BASE SOTELO CHIHUAHUA,GAMMA,125.0,1
LOC-02,,BODEGA CNP,BASE SOTELO CHIHUAHUA,125.0,1
LOC-02,,GAMMA,BODEGA CNP,125.0,1
LOC-02,,HONEYWELL 2,FLETES SOTELO,125.0,1
PTT-00,,PACTIV DE MEXICO S. DE R.L DE C.V.,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),0.0,1
PTT-00,,SMTC PLANTA 2,GAMMA,0.0,1
IMP-01,PUENTE ZARAGOZA,P Y H TRAILER ENTERPRISES INC,ELECTROLUX / REFRIGERADORES,500.0,10
LOC-03,,STAGECOACH / 5850 WELCH AVE.,P Y H TRAILER ENTERPRISES INC,250.0,1
FAL-00,,BASE SOTELO CHIHUAHUA,PRECOS ZARAGOZA,250.0,1
PTT-00,,FOKKER,SMTC PLANTA 1,0.0,1
LOC-03,,XIAMEN HONFA TRANSPORTATION,M Y N PLASTICS,375.0,1
LOC-02,,SAFRAN PLANTA 3/OSM/OXYGEN SYSTEMS,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),125.0,1
PTT-00,,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),THUASNE MX,0.0,1
LOC-02,,GYSA JUAREZ 3,GYSA JUAREZ 1,125.0,1
S-TER-01,PUENTE ZARAGOZA,18 LEIGH FISHER,GYSA JUAREZ 3,1500.0,10
LOC-04,,ELCOM INC.,13699 GATEWAY WEST,375.0,1
PTT-01,,LEAR JARUDO,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,0.0,1
PTT-00,PUENTE ZARAGOZA,PRECOS CORDOVA,18 LEIGH FISHER,0.0,10
LOC-03,,BIZLINK TECH,18 LEIGH FISHER,250.0,1
PTT-00,PUENTE AMERICAS,FLETES SOTELO,PRECOS CORDOVA,0.0,10
PTT-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LEAR JARUDO,0.0,1
PTT-00,,XYLEM,DTR,0.0,1
LOC-03,,950 LOMA VERDE,BIZLINK TECH,375.0,1
PTT-00,,DTR,IMPULSORA GANE,0.0,1
LOC-03,,SUMITOMO ELECTRIC WIRING,950 LOMA VERDE,125.0,1
PTT-00,,IMPULSORA GANE,DTR,0.0,1
PTT-00,,PACTIV DE MEXICO S. DE R.L DE C.V.,BODEGA NUEVA XOMOX,0.0,1
PTT-00,,YAZAKI COMPONENTES PLANTA 3,XYLEM,0.0,1
LOC-01,,PAM,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,,ELCOM INC.,FLETES SOTELO,0.0,1
MDC-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,FLETES SOTELO,250.0,1
PTT-00,PUENTE AMERICAS,18 LEIGH FISHER,APTIV RIO BRAVO 1 FV39,0.0,10
PTT-00,,13699 GATEWAY WEST,UNI-TRADE FORWARDING LC,0.0,1
LOC-04,,SAIA 431 NORTH CLARK DRIVE,18 LEIGH FISHER,250.0,1
MDC-01,,FLETES SOTELO,YONKE FENIX RECICLADORES,250.0,1
PTT-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,HONEYWELL HPS,0.0,1
LOC-03,,SOUTHWEST,ELLIOT TAPE 28 WALTER JONES,250.0,1
LOC-03,,HISCO EL PASO,SOUTHWEST,250.0,1
LOC-03,,APEX DIVERSIFIED / ESTHER LAMA,HISCO DE MEXICO,250.0,1
PTT-00,,PACTIV DE MEXICO S. DE R.L DE C.V.,SAFRAN CABIN,0.0,1
PTT-00,PUENTE ZARAGOZA,P Y H TRAILER ENTERPRISES INC,ELECTROLUX / PRODUCTO TERMINADO,0.0,10
PTT-01,,LEAR LA CUESTA,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,0.0,1
PTT-00,,IMPULSORA GANE,THUASNE MX,0.0,1
PTT-00,PUENTE AMERICAS,MESILLA VALLEY TRANSPORTATION,ELECTROLUX / PRODUCTO TERMINADO,0.0,10
PTT-00,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,0.0,1
PTT-00,PUENTE AMERICAS,P Y H TRAILER ENTERPRISES INC,ELECTROLUX / PRODUCTO TERMINADO,0.0,10
PTT-00,,AZENZO INDUSTRIAL PARK,BASE SOTELO CHIHUAHUA,0.0,1
LOC-02,,BODEGA CNP,AZENZO INDUSTRIAL PARK,125.0,1
PTT-00,,IMPULSORA GANE,BODEGA CNP,0.0,1
VAC-00,,BASE SOTELO CHIHUAHUA,CENTURY MOLD MEXICO S DE RL DE CV,125.0,1
PTT-00,,BODEGA CNP,XYLEM,0.0,1
LOC-02,,YAZAKI COMPONENTES PLANTA 2,YAZAKI COMPONENTES PLANTA 3,125.0,1
LOC-01,,AZENZO INDUSTRIAL PARK,GAMMA,125.0,1
PTT-00,,XOMOX CHIHUAHUA S.A DE C.V.,YAZAKI COMPONENTES PLANTA 2,0.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,AZENZO INDUSTRIAL PARK,0.0,1
LOC-01,,CESSNA PLANTA 4.1,XOMOX CHIHUAHUA S.A DE C.V.,125.0,1
PTT-08,,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),FOKKER,0.0,1
PTT-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,TORO COMPANY DE MEXICO PLANTA 2,0.0,1
PTT-00,,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),0.0,1
LOC-02,,BASE SOTELO CHIHUAHUA,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),125.0,1
PTT-00,,CESSNA PLANTA 4.1,BASE SOTELO CHIHUAHUA,0.0,1
MDC-01,PUENTE AMERICAS,PUENTE  ZARAGOZA,FLETES SOTELO,250.0,10
LOC-02,,S-RIKO AUTOMOTIVE HOSE SALES CHIHUAHUA S. DE R.L.,BASE SOTELO CHIHUAHUA,125.0,1
LOC-01,,SAFRAN PLANTA 5 ELECTRICAL & POWER SYSTEMS,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,PUENTE ZARAGOZA,FLETES SOTELO,PUENTE  ZARAGOZA,0.0,10
PTT-00,,BASE SOTELO CHIHUAHUA,S-RIKO AUTOMOTIVE HOSE SALES CHIHUAHUA S. DE R.L.,0.0,1
LOC-01,,LEAR ZARAGOZA,LEAR LA CUESTA,125.0,1
PTT-00,,S-RIKO AUTOMOTIVE HOSE SALES CHIHUAHUA S. DE R.L.,BASE SOTELO CHIHUAHUA,0.0,1
PTT-00,PUENTE ZARAGOZA,FLETES SOTELO,CFI,0.0,10
TRL-00,,BASE SOTELO CHIHUAHUA,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,0.0,1
MDC-01,,PRECOS ZARAGOZA,GYSA JUAREZ JDC,250.0,1
MDC-01,,GYSA  CDJ,PRECOS ZARAGOZA,250.0,1
PTT-00,,GYSA  CDJ,GYSA JUAREZ JDC,0.0,1
IMP-02,PUENTE ZARAGOZA,18 LEIGH FISHER,PRECOS ZARAGOZA,500.0,10
FAL-00,PUENTE ZARAGOZA,NA KELLY,FLETES SOTELO,250.0,10
PTT-01,,HONEYWELL HPS,FLETES SOTELO,0.0,1
LOC-02,,GYSA JUAREZ 1,GYSA JUAREZ 3,125.0,1
PTT-00,PUENTE ZARAGOZA,PRECOS ZARAGOZA,NA KELLY,0.0,10
PTT-00,,FLETES SOTELO,NA KELLY,0.0,1
PTT-00,,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),XOMOX CHIHUAHUA S.A DE C.V.,0.0,1
PTT-00,,UNI-TRADE FORWARDING LC,CFI,0.0,1
LOC-02,,"CHIEF ENTERPRISES MEXICO, S. DE R.L. DE C.V.",ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,125.0,1
PTT-00,,XOMOX CHIHUAHUA S.A DE C.V.,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,0.0,1
LOC-02,,BASE SOTELO CHIHUAHUA,SAFRAN BODEGA COMPLEJO,125.0,1
LOC-01,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,125.0,1
PTT-00,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,IMPULSORA GANE,0.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,ARNPRIOR AEROSPACE CHIHUAHUA,0.0,1
EXP-02,PUENTE STA TERESA,GYSA JUAREZ JDC,18 LEIGH FISHER,1500.0,10
LOC-02,,LEAR JARUDO,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,250.0,1
PTT-00,,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),SOUTHCO.,0.0,1
LOC-01,,DTR,IMPULSORA GANE,125.0,1
PTT-00,,YAZAKI COMPONENTES PLANTA 3,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,0.0,1
LOC-01,,EATON BUSSMANN,LEAR JARUDO,125.0,1
MDC-01,,TRACSO JUAREZ,FLETES SOTELO,125.0,1
PTT-00,,GYSA JUAREZ JDC,TRACSO JUAREZ,0.0,1
TRI-QMS,PUENTE ZARAGOZA,SMTC PULLMAN,PRECOS ZARAGOZA,1000.0,10
S-TER-02,PUENTE ZARAGOZA,STANCO METAL PRODUCTS,ELECTROLUX / ESTAMPADOS,1000.0,10
PTT-00,,IBCA LOGYSTICS,EASTLAKE LOGISTICS PARK,0.0,1
LOC-04,,ELCOM INC.,KORIMA / KUNA LOOP,250.0,1
PTT-01,,HONEYWELL OPTOELECTRICA,FLETES SOTELO,0.0,1
MDC-01,,ARIES WORLDWIDE LOGISTICS C/O,P Y H TRAILER ENTERPRISES INC,250.0,1
LOC-01,,FLETES SOTELO,GYSA JUAREZ JDC,250.0,1
LOC-03,,950 LOMA VERDE,"EAST WEST EL PASO, LLC",250.0,1
LOC-03,,KORIMA / KUNA LOOP,SAIA,250.0,1
PTT-00,,XOMOX CHIHUAHUA S.A DE C.V.,SOUTHCO.,0.0,1
L-VAC-05,PUENTE STA TERESA,ELECTROLUX / ESTAMPADOS,STANCO METAL PRODUCTS,750.0,10
FAL-00,,GYSA JUAREZ 2,GYSA  CDJ,125.0,1
TRI-02,PUENTE ZARAGOZA,NA KELLY,APTIV / RIO BRAVO 7 FV32,500.0,10
LOC-03,PUENTE ZARAGOZA,RIO BRAVO INTERNACIONAL,KORIMA / KUNA LOOP,250.0,10
PTT-00,,UNI-TRADE FORWARDING LC,18 LEIGH FISHER,0.0,1
PTT-00,PUENTE ZARAGOZA,48 WALTER JONES,SMTC PULLMAN,0.0,10
PTT-00,,FLETES SOTELO,COFICAB MX S.DE. R.L DE C.V / PLANTA DURANGO,0.0,1
PTT-00,,YARDA DEL SIETE,GYSA  CDJ,0.0,1
PTT-01,,TORO COMPANY DE MEXICO PLANTA 3,TORO COMPANY DE MEXICO PLANTA 2,0.0,1
MDC-01,,BASE SOTELO CHIHUAHUA,DTR,125.0,1
PTT-00,,13699 GATEWAY WEST,P Y H TRAILER ENTERPRISES INC,0.0,1
PTT-00,,ARNPRIOR AEROSPACE CHIHUAHUA,BASE SOTELO CHIHUAHUA,0.0,1
LOC-01,,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),SMTC PLANTA 1,125.0,1
LOC-01,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,YAZAKI COMPONENTES PLANTA 3,125.0,1
LOC-01,,SAFRAN CABIN,ARNPRIOR AEROSPACE CHIHUAHUA,125.0,1
PTT-00,,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,0.0,1
PTT-00,,GYSA JUAREZ 3,COCLISA PLANTA OMEGA,0.0,1
STER-ELP,,STANCO METAL PRODUCTS,ARIES WORLDWIDE LOGISTICS C/O,625.0,1
PTT-00,,BODEGA NUEVA XOMOX,SOUTHCO.,0.0,1
PTT-00,,EMERALD PASS DR.,18 LEIGH FISHER,0.0,1
LOC-02,,BASE SOTELO CHIHUAHUA,ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,125.0,1
PTT-00,,XYLEM,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,0.0,1
LOC-01,,GYSA  CDJ,FOREFRONT,125.0,1
PTT-00,,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),XYLEM,0.0,1
PTT-00,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,DTR,0.0,1
LOC-02,,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),125.0,1
PTT-01,,LEAR ZARAGOZA,FLETES SOTELO,0.0,1
PTT-00,,DTR,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),0.0,1
PTT-00,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,BODEGA NUEVA XOMOX,0.0,1
PTT-00,,ATLAS AEROSPACE,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,0.0,1
TRI-02,PUENTE ZARAGOZA,DICEX / GAMAS,FLETES SOTELO,500.0,10
PTT-00,,COCLISA PLANTA OMEGA,FLETES SOTELO,0.0,1
PTT-00,,FLETES SOTELO,ELECTROLUX / REFRIGERADORES,0.0,1
PTT-00,,KORIMA / KUNA LOOP,DICEX / GAMAS,0.0,1
PTT-00,,XOMOX CHIHUAHUA S.A DE C.V.,SAFRAN BODEGA COMPLEJO,0.0,1
LOC-01,,MSC,DTR,125.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,MSC,0.0,1
PTT-00,,MSC,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),0.0,1
MDC-01,,DTR,MSC,125.0,1
PTT-00,,TORO COMPANY DE MEXICO PLANTA 1,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,0.0,1
LOC-02,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LEAR LAS TORRES,125.0,1
PTT-00,,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),XYLEM,0.0,1
PTT-00,,ELCOM INC.,KORIMA / KUNA LOOP,0.0,1
TRI-02,,KORIMA / KUNA LOOP,FLETES SOTELO,500.0,1
PTT-00,PUENTE ZARAGOZA,DICEX / GAMAS,KORIMA / KUNA LOOP,0.0,10
FAL-00,PUENTE ZARAGOZA,DICEX / GAMAS,FLETES SOTELO,250.0,10
PTT-00,,XYLEM,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),0.0,1
LOC-04,,KORIMA / KUNA LOOP,DICEX / GAMAS,125.0,1
PTT-00,PUENTE STA TERESA,YARDA ARIES,STANCO METAL PRODUCTS,0.0,10
FAL-00,,GYSA JUAREZ 5,GYSA JUAREZ 1,125.0,1
PTT-00,,PACTIV DE MEXICO S. DE R.L DE C.V.,GAMMA,0.0,1
PTT-00,PUENTE AMERICAS,ELECTROLUX / PRODUCTO TERMINADO,P Y H TRAILER ENTERPRISES INC,0.0,10
PTT-00,PUENTE ZARAGOZA,ELECTROLUX / PRODUCTO TERMINADO,P Y H TRAILER ENTERPRISES INC,0.0,10
PTT-08,,FOKKER,ARNPRIOR AEROSPACE CHIHUAHUA,0.0,1
LOC-01,,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),YAZAKI COMPONENTES PLANTA 3,125.0,1
PTT-08,,ARNPRIOR AEROSPACE CHIHUAHUA,FOKKER,0.0,1
PTT-01,,LEAR  TRIUNFO,FLETES SOTELO,0.0,1
IMP-01,PUENTE ZARAGOZA,ARIES WORLDWIDE LOGISTICS C/O,ELECTROLUX / ESTAMPADOS,625.0,10
PTT-00,,GYSA JUAREZ 2,GYSA JUAREZ 1,0.0,1
MDC-01,,"CHIEF ENTERPRISES MEXICO, S. DE R.L. DE C.V.",ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,125.0,1
FAL-00,PUENTE ZARAGOZA,FLETES SOTELO,EXPEDITORS #2,250.0,10
VAC-05,PUENTE AMERICAS,ELECTROLUX / REFRIGERADORES,STAGECOACH / 5850 WELCH AVE.,500.0,10
PTT-00,,SMTC PLANTA 1,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),0.0,1
MDC-01,,BASE SOTELO CHIHUAHUA,SMTC PLANTA 1,125.0,1
PTT-00,,IMPULSORA GANE,SOUTHCO.,0.0,1
MDC-01,,FLETES SOTELO,13699 GATEWAY WEST,375.0,1
FAL-00,PUENTE ZARAGOZA,IBCA LOGYSTICS,FLETES SOTELO,250.0,10
S-TER-02,PUENTE ZARAGOZA,YARDA ARIES,ELECTROLUX / REFRIGERADORES,1000.0,10
LOC-04,,CHAMPLAIN 9500 PAN AMERICAN,DELFINGEN US-TEXAS,250.0,1
PTT-00,,YAZAKI COMPONENTES PLANTA 1,BASE SOTELO CHIHUAHUA,0.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,YAZAKI COMPONENTES PLANTA 1,125.0,1
LOC-01,,APTIV / RIO BRAVO 7 FV32,APTIV RIO BRAVO 1 FV39,250.0,1
PTT-00,,SHELTER AIN SERVICIOS,APTIV / RIO BRAVO 7 FV32,0.0,1
LOC-01,,LEAR RIO BRAVO,HONEYWELL 2,250.0,1
LOC-02,,FLETES SOTELO,GYSA JUAREZ 1,125.0,1
PTT-00,,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),BASE SOTELO CHIHUAHUA,0.0,1
PTT-00,,FLETES SOTELO,ELECTROLUX / LAVADORAS,0.0,1
LOC-01,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C2,125.0,1
MDC-01,,P Y H TRAILER ENTERPRISES INC,RIO BRAVO INTERNACIONAL,0.0,1
PTT-00,,P Y H TRAILER ENTERPRISES INC,RIO BRAVO INTERNACIONAL,0.0,1
PTT-00,PUENTE ZARAGOZA,GYSA  CDJ,NA KELLY,0.0,10
PTT-00,,CFI,RIO BRAVO INTERNACIONAL,0.0,1
MDC-01,PUENTE ZARAGOZA,P Y H TRAILER ENTERPRISES INC,FLETES SOTELO,375.0,10
PTT-01,,LEAR ZARAGOZA,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,0.0,1
LOC-03,,KORIMA / KUNA LOOP,RIO BRAVO INTERNACIONAL,125.0,1
PTT-00,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),0.0,1
LOC-03,,PUENTE INT. CORDOVA,NA KELLY,250.0,1
LOC-03,,NA KELLY,PUENTE INT. CORDOVA,250.0,1
PTT-00,,GYSA  CDJ,TRACSO JUAREZ,0.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,THUASNE MX,0.0,1
LOC-03,PUENTE AMERICAS,KORIMA / KUNA LOOP,RIO BRAVO INTERNACIONAL,125.0,10
PTT-00,,THUASNE MX,SMTC PLANTA 1,0.0,1
MDC-01,,FLETES SOTELO,COFICAB MX S.DE. R.L DE C.V / PLANTA DURANGO,375.0,1
LOC-02,,BASE SOTELO CHIHUAHUA,SOUTHCO.,125.0,1
FAL-00,PUENTE ZARAGOZA,18 LEIGH FISHER,FLETES SOTELO,250.0,10
